promo,temp_c,rain_mm,humidity,staff_count,department,dept_note,date_time,checkouts
,22.69,0.0,59.9,10,Dairy,milk and yogurt aisle,2022-04-10 19:00:00,107
,29.29,0.0,60.7,8,Bakery,bread and pastry,2022-04-10 20:00:00,107
,28.51,0.0,56.4,5,General,mixed baskets,2022-04-10 21:00:00,58
,29.09,0.0,50.6,11,General,mixed baskets,2022-04-10 22:00:00,55
,23.72,0.0,50.6,11,Frozen,frozen foods,2022-04-10 23:00:00,55
,29.15,0.0,54.7,10,Dairy,milk and yogurt aisle,2022-04-11 00:00:00,47
,26.54,0.0,41.0,7,Produce,fresh fruit and veg,2022-04-11 01:00:00,68
,27.61,0.0,66.2,7,Bakery,bread and pastry,2022-04-11 02:00:00,56
,27.26,0.0,46.7,10,Dairy,milk and yogurt aisle,2022-04-11 03:00:00,59
,25.02,0.0,50.0,4,General,mixed baskets,2022-04-11 04:00:00,56
,25.4,0.0,50.1,5,Produce,fresh fruit and veg,2022-04-11 05:00:00,20
,21.98,0.0,52.7,5,General,mixed baskets,2022-04-11 06:00:00,37
,24.45,0.0,58.1,8,Bakery,bread and pastry,2022-04-11 07:00:00,34
,25.26,0.0,64.7,6,Dairy,milk and yogurt aisle,2022-04-11 08:00:00,54
,22.94,0.0,56.8,7,Produce,fresh fruit and veg,2022-04-11 09:00:00,60
,26.07,0.0,67.6,10,Produce,fresh fruit and veg,2022-04-11 10:00:00,87
,29.02,0.0,52.1,11,Bakery,bread and pastry,2022-04-11 11:00:00,95
,24.6,0.0,60.6,7,Bakery,bread and pastry,2022-04-11 12:00:00,101
,23.42,0.0,61.4,7,Produce,fresh fruit and veg,2022-04-11 13:00:00,89
,23.7,0.0,56.2,12,General,mixed baskets,2022-04-11 14:00:00,32
,26.3,0.0,60.4,10,Dairy,milk and yogurt aisle,2022-04-11 15:00:00,31
,30.19,0.0,47.0,12,General,mixed baskets,2022-04-11 16:00:00,50
,26.24,0.0,65.7,6,Produce,fresh fruit and veg,2022-04-11 17:00:00,64
,25.97,0.0,61.6,8,Produce,fresh fruit and veg,2022-04-11 18:00:00,88
,22.74,0.0,56.4,6,Frozen,frozen foods,2022-04-11 19:00:00,76
,26.66,0.0,52.3,8,General,mixed baskets,2022-04-11 20:00:00,84
,27.4,0.0,61.8,5,General,mixed baskets,2022-04-11 21:00:00,58
,24.82,0.0,46.4,11,Bakery,bread and pastry,2022-04-11 22:00:00,31
,25.77,1.96,66.9,6,Produce,fresh fruit and veg,2022-04-11 23:00:00,30
,24.16,0.72,64.7,3,Frozen,frozen foods,2022-04-12 00:00:00,45
,27.65,0.0,75.1,10,Dairy,milk and yogurt aisle,2022-04-12 01:00:00,27
,29.14,0.0,54.4,3,Bakery,bread and pastry,2022-04-12 02:00:00,31
,26.76,0.0,66.0,8,Frozen,frozen foods,2022-04-12 03:00:00,38
,27.08,0.0,60.1,6,Bakery,bread and pastry,2022-04-12 04:00:00,41
,25.94,0.0,42.3,5,General,mixed baskets,2022-04-12 05:00:00,25
,24.21,0.0,44.8,7,General,mixed baskets,2022-04-12 06:00:00,35
,23.89,0.0,50.9,3,General,mixed baskets,2022-04-12 07:00:00,46
,24.81,0.0,64.4,8,General,mixed baskets,2022-04-12 08:00:00,56
,26.1,0.0,66.7,9,Dairy,milk and yogurt aisle,2022-04-12 09:00:00,16
,25.8,0.0,53.2,11,General,mixed baskets,2022-04-12 10:00:00,110
,28.34,0.0,58.6,9,General,mixed baskets,2022-04-12 11:00:00,105
,27.66,0.0,56.9,10,Frozen,frozen foods,2022-04-12 12:00:00,82
,29.52,0.0,35.3,8,Produce,fresh fruit and veg,2022-04-12 13:00:00,77
,27.75,2.81,72.3,10,Bakery,bread and pastry,2022-04-12 14:00:00,44
,25.21,0.0,66.4,13,General,mixed baskets,2022-04-12 15:00:00,34
,26.06,0.0,37.3,13,Produce,fresh fruit and veg,2022-04-12 16:00:00,41
,21.78,0.0,47.6,8,Produce,fresh fruit and veg,2022-04-12 17:00:00,85
,29.98,0.0,54.5,11,Produce,fresh fruit and veg,2022-04-12 18:00:00,70
,24.37,0.0,54.5,5,Dairy,milk and yogurt aisle,2022-04-12 19:00:00,76
,24.81,0.0,63.5,6,Dairy,milk and yogurt aisle,2022-04-12 20:00:00,80
,30.36,0.0,64.5,4,Dairy,milk and yogurt aisle,2022-04-12 21:00:00,50
,23.15,0.0,50.7,8,Produce,fresh fruit and veg,2022-04-12 22:00:00,61
,24.29,0.0,60.6,5,Dairy,milk and yogurt aisle,2022-04-12 23:00:00,60
,25.64,0.0,50.0,7,General,mixed baskets,2022-04-13 00:00:00,42
,24.35,0.0,52.6,11,General,mixed baskets,2022-04-13 01:00:00,37
,26.02,0.0,57.0,3,General,mixed baskets,2022-04-13 02:00:00,68
,26.41,0.0,59.5,4,Dairy,milk and yogurt aisle,2022-04-13 03:00:00,47
,27.38,0.0,50.1,5,Produce,fresh fruit and veg,2022-04-13 04:00:00,45
,25.54,0.0,70.4,10,General,mixed baskets,2022-04-13 05:00:00,26
,27.53,0.0,56.8,7,General,mixed baskets,2022-04-13 06:00:00,49
,24.98,0.0,55.2,9,Frozen,frozen foods,2022-04-13 07:00:00,30
,27.32,0.0,61.3,7,Frozen,frozen foods,2022-04-13 08:00:00,34
,28.74,0.0,50.1,7,Dairy,milk and yogurt aisle,2022-04-13 09:00:00,24
,21.5,0.0,57.6,6,General,mixed baskets,2022-04-13 10:00:00,88
,25.25,0.0,35.5,6,Bakery,bread and pastry,2022-04-13 11:00:00,95
,26.26,0.0,41.4,5,Produce,fresh fruit and veg,2022-04-13 12:00:00,77
,21.11,0.0,52.2,10,Dairy,milk and yogurt aisle,2022-04-13 13:00:00,84
,18.21,0.0,51.4,6,Produce,fresh fruit and veg,2022-04-13 14:00:00,39
,26.59,0.0,52.3,13,Dairy,milk and yogurt aisle,2022-04-13 15:00:00,24
,24.2,0.31,50.8,7,Frozen,frozen foods,2022-04-13 16:00:00,25
,27.76,1.72,64.9,5,General,mixed baskets,2022-04-13 17:00:00,65
,25.79,0.0,64.8,6,General,mixed baskets,2022-04-13 18:00:00,58
,25.78,0.77,53.4,6,Produce,fresh fruit and veg,2022-04-13 19:00:00,82
,24.94,0.0,63.4,11,Frozen,frozen foods,2022-04-13 20:00:00,63
,26.07,0.0,58.2,5,General,mixed baskets,2022-04-13 21:00:00,49
,23.56,0.0,45.5,10,Dairy,milk and yogurt aisle,2022-04-13 22:00:00,51
,24.53,0.0,44.3,4,Bakery,bread and pastry,2022-04-13 23:00:00,25
,27.74,0.0,55.5,3,General,mixed baskets,2022-04-14 00:00:00,40
,25.15,0.0,63.8,10,Produce,fresh fruit and veg,2022-04-14 01:00:00,34
,27.04,0.0,47.8,9,General,mixed baskets,2022-04-14 02:00:00,26
,25.76,0.0,38.4,11,Bakery,bread and pastry,2022-04-14 03:00:00,36
,24.94,0.0,62.9,8,Bakery,bread and pastry,2022-04-14 04:00:00,37
,23.38,6.53,84.0,5,Frozen,frozen foods,2022-04-14 05:00:00,48
,27.88,0.0,53.3,4,General,mixed baskets,2022-04-14 06:00:00,52
,23.72,0.0,63.8,10,General,mixed baskets,2022-04-14 07:00:00,26
,26.71,0.0,71.4,11,Frozen,frozen foods,2022-04-14 08:00:00,35
,21.91,0.0,48.4,11,Produce,fresh fruit and veg,2022-04-14 09:00:00,46
,26.46,0.0,52.1,8,General,mixed baskets,2022-04-14 10:00:00,109
,26.74,0.0,52.1,10,Bakery,bread and pastry,2022-04-14 11:00:00,65
,24.19,0.0,63.8,8,Bakery,bread and pastry,2022-04-14 12:00:00,110
,21.76,0.0,48.4,12,General,mixed baskets,2022-04-14 13:00:00,92
,25.39,0.0,52.6,8,General,mixed baskets,2022-04-14 14:00:00,58
,26.04,0.0,65.3,9,General,mixed baskets,2022-04-14 15:00:00,34
,24.48,0.05,63.4,10,Bakery,bread and pastry,2022-04-14 16:00:00,30
,24.1,0.0,63.7,9,Frozen,frozen foods,2022-04-14 17:00:00,75
,28.04,0.0,47.8,8,Bakery,bread and pastry,2022-04-14 18:00:00,88
,25.5,0.0,58.8,8,Bakery,bread and pastry,2022-04-14 19:00:00,75
,24.75,0.0,50.6,5,Bakery,bread and pastry,2022-04-14 20:00:00,46
,27.88,0.0,62.6,7,Bakery,bread and pastry,2022-04-14 21:00:00,48
,25.73,0.39,60.4,6,Dairy,milk and yogurt aisle,2022-04-14 22:00:00,20
,24.05,0.0,60.9,11,General,mixed baskets,2022-04-14 23:00:00,28
Mid Month Offer,27.91,0.0,53.9,10,Frozen,frozen foods,2022-04-15 00:00:00,26
Mid Month Offer,24.85,1.68,61.5,8,General,mixed baskets,2022-04-15 01:00:00,17
Mid Month Offer,28.04,0.0,58.3,5,General,mixed baskets,2022-04-15 02:00:00,24
Mid Month Offer,24.08,0.32,54.6,11,Frozen,frozen foods,2022-04-15 03:00:00,28
Mid Month Offer,26.55,2.67,65.9,5,Frozen,frozen foods,2022-04-15 04:00:00,32
Mid Month Offer,28.82,0.0,47.6,3,General,mixed baskets,2022-04-15 05:00:00,39
Mid Month Offer,26.88,0.0,45.9,10,General,mixed baskets,2022-04-15 06:00:00,35
Mid Month Offer,26.99,0.0,41.7,7,General,mixed baskets,2022-04-15 07:00:00,22
Mid Month Offer,26.86,0.0,54.1,9,Produce,fresh fruit and veg,2022-04-15 08:00:00,37
Mid Month Offer,27.88,1.25,65.8,7,Frozen,frozen foods,2022-04-15 09:00:00,51
Mid Month Offer,25.96,0.0,58.7,9,Produce,fresh fruit and veg,2022-04-15 10:00:00,106
Mid Month Offer,26.86,0.0,39.6,5,Bakery,bread and pastry,2022-04-15 11:00:00,96
Mid Month Offer,25.19,0.0,58.5,13,Bakery,bread and pastry,2022-04-15 12:00:00,102
Mid Month Offer,30.54,0.0,55.6,10,Dairy,milk and yogurt aisle,2022-04-15 13:00:00,105
Mid Month Offer,23.58,0.0,54.1,10,General,mixed baskets,2022-04-15 14:00:00,56
Mid Month Offer,27.8,0.0,57.1,6,General,mixed baskets,2022-04-15 15:00:00,60
Mid Month Offer,23.33,2.02,66.0,9,General,mixed baskets,2022-04-15 16:00:00,36
Mid Month Offer,27.09,0.0,66.2,13,Produce,fresh fruit and veg,2022-04-15 17:00:00,71
Mid Month Offer,29.01,0.0,65.2,8,General,mixed baskets,2022-04-15 18:00:00,92
Mid Month Offer,23.05,0.0,70.5,13,General,mixed baskets,2022-04-15 19:00:00,93
Mid Month Offer,30.1,0.0,60.0,11,Frozen,frozen foods,2022-04-15 20:00:00,93
Mid Month Offer,23.38,0.0,50.7,11,Produce,fresh fruit and veg,2022-04-15 21:00:00,11
Mid Month Offer,23.73,0.0,65.9,10,General,mixed baskets,2022-04-15 22:00:00,37
Mid Month Offer,26.55,0.0,45.8,8,General,mixed baskets,2022-04-15 23:00:00,5
,23.0,0.0,62.0,10,Produce,fresh fruit and veg,2022-04-16 00:00:00,68
,28.14,0.0,47.3,9,General,mixed baskets,2022-04-16 01:00:00,60
,26.93,0.0,50.9,10,Dairy,milk and yogurt aisle,2022-04-16 02:00:00,60
,18.99,0.0,65.1,11,Produce,fresh fruit and veg,2022-04-16 03:00:00,58
,22.2,0.0,50.5,6,General,mixed baskets,2022-04-16 04:00:00,75
,23.93,0.0,63.9,11,Produce,fresh fruit and veg,2022-04-16 05:00:00,56
,26.75,0.72,62.6,5,Dairy,milk and yogurt aisle,2022-04-16 06:00:00,72
,23.07,0.0,54.3,9,General,mixed baskets,2022-04-16 07:00:00,66
,23.93,0.0,61.3,8,General,mixed baskets,2022-04-16 08:00:00,64
,27.24,0.0,60.2,6,General,mixed baskets,2022-04-16 09:00:00,65
,23.26,0.0,56.6,8,Bakery,bread and pastry,2022-04-16 10:00:00,116
,26.44,0.0,50.4,11,Produce,fresh fruit and veg,2022-04-16 11:00:00,101
,22.34,0.0,62.0,9,General,mixed baskets,2022-04-16 12:00:00,123
,28.18,0.0,52.9,8,General,mixed baskets,2022-04-16 13:00:00,123
,29.21,0.0,55.0,9,Bakery,bread and pastry,2022-04-16 14:00:00,58
,22.87,0.0,59.0,13,Produce,fresh fruit and veg,2022-04-16 15:00:00,68
,19.87,0.0,54.7,7,Bakery,bread and pastry,2022-04-16 16:00:00,70
,21.55,0.0,57.5,5,Produce,fresh fruit and veg,2022-04-16 17:00:00,79
,28.07,0.0,57.9,5,Produce,fresh fruit and veg,2022-04-16 18:00:00,93
,24.28,0.0,57.7,13,Dairy,milk and yogurt aisle,2022-04-16 19:00:00,89
,28.28,0.0,56.5,9,Frozen,frozen foods,2022-04-16 20:00:00,84
,22.39,0.24,67.1,3,Bakery,bread and pastry,2022-04-16 21:00:00,63
,23.36,0.0,51.7,4,General,mixed baskets,2022-04-16 22:00:00,49
,25.39,0.0,52.1,4,General,mixed baskets,2022-04-16 23:00:00,54
,28.28,0.0,45.6,5,General,mixed baskets,2022-04-17 00:00:00,62
,25.11,0.0,37.1,7,Dairy,milk and yogurt aisle,2022-04-17 01:00:00,64
,23.1,0.0,60.7,7,Bakery,bread and pastry,2022-04-17 02:00:00,63
,26.38,0.0,59.2,11,General,mixed baskets,2022-04-17 03:00:00,86
,25.85,0.0,66.8,5,Produce,fresh fruit and veg,2022-04-17 04:00:00,53
,26.88,0.0,44.1,4,Frozen,frozen foods,2022-04-17 05:00:00,63
,25.2,0.0,49.4,4,Produce,fresh fruit and veg,2022-04-17 06:00:00,45
,24.1,0.0,51.0,3,General,mixed baskets,2022-04-17 07:00:00,65
,25.69,0.0,70.8,8,Produce,fresh fruit and veg,2022-04-17 08:00:00,73
,19.53,0.0,62.7,6,General,mixed baskets,2022-04-17 09:00:00,74
,26.3,0.0,54.0,12,Produce,fresh fruit and veg,2022-04-17 10:00:00,107
,28.67,0.0,55.2,13,Produce,fresh fruit and veg,2022-04-17 11:00:00,111
,27.0,0.64,59.8,8,Frozen,frozen foods,2022-04-17 12:00:00,130
,23.29,0.0,46.6,12,Frozen,frozen foods,2022-04-17 13:00:00,113
,21.86,0.0,58.1,10,Dairy,milk and yogurt aisle,2022-04-17 14:00:00,71
,28.88,0.0,46.9,8,Produce,fresh fruit and veg,2022-04-17 15:00:00,48
,24.38,1.39,60.3,12,Dairy,milk and yogurt aisle,2022-04-17 16:00:00,76
,25.12,0.0,60.8,8,Frozen,frozen foods,2022-04-17 17:00:00,107
,26.19,0.0,57.5,13,Dairy,milk and yogurt aisle,2022-04-17 18:00:00,100
,24.18,0.0,49.9,8,Produce,fresh fruit and veg,2022-04-17 19:00:00,85
,25.74,0.0,53.1,11,Dairy,milk and yogurt aisle,2022-04-17 20:00:00,93
,29.34,0.0,61.6,5,Bakery,bread and pastry,2022-04-17 21:00:00,61
,24.41,0.0,51.3,10,General,mixed baskets,2022-04-17 22:00:00,63
,30.37,0.0,44.7,6,General,mixed baskets,2022-04-17 23:00:00,58
,26.55,0.0,53.1,11,Produce,fresh fruit and veg,2022-04-18 00:00:00,37
,26.39,0.0,51.2,11,Bakery,bread and pastry,2022-04-18 01:00:00,42
,27.94,0.0,53.6,11,Dairy,milk and yogurt aisle,2022-04-18 02:00:00,56
,27.88,0.0,55.2,11,General,mixed baskets,2022-04-18 03:00:00,15
,28.21,0.0,52.5,4,Dairy,milk and yogurt aisle,2022-04-18 04:00:00,23
,26.98,0.0,52.4,9,Produce,fresh fruit and veg,2022-04-18 05:00:00,21
,24.17,0.0,62.3,4,Dairy,milk and yogurt aisle,2022-04-18 06:00:00,31
,29.63,0.0,59.7,4,General,mixed baskets,2022-04-18 07:00:00,19
,25.24,5.72,79.8,10,Produce,fresh fruit and veg,2022-04-18 08:00:00,46
,23.55,0.0,55.7,8,Produce,fresh fruit and veg,2022-04-18 09:00:00,41
,27.82,0.0,52.1,5,General,mixed baskets,2022-04-18 10:00:00,91
,27.21,0.0,57.5,11,General,mixed baskets,2022-04-18 11:00:00,86
,25.53,0.0,43.7,13,General,mixed baskets,2022-04-18 12:00:00,96
,25.79,1.71,51.4,9,General,mixed baskets,2022-04-18 13:00:00,97
,27.05,0.0,61.7,7,General,mixed baskets,2022-04-18 14:00:00,43
,30.36,0.0,51.3,7,General,mixed baskets,2022-04-18 15:00:00,31
,25.43,2.0,55.8,11,Dairy,milk and yogurt aisle,2022-04-18 16:00:00,47
,22.5,0.0,46.5,6,Frozen,frozen foods,2022-04-18 17:00:00,57
,24.21,0.0,58.5,11,Bakery,bread and pastry,2022-04-18 18:00:00,89
,26.87,0.0,45.7,11,Frozen,frozen foods,2022-04-18 19:00:00,38
,25.11,0.0,64.5,7,General,mixed baskets,2022-04-18 20:00:00,67
,23.97,0.0,56.6,6,General,mixed baskets,2022-04-18 21:00:00,25
,27.41,0.0,41.3,6,Dairy,milk and yogurt aisle,2022-04-18 22:00:00,49
,27.43,0.0,51.0,8,Frozen,frozen foods,2022-04-18 23:00:00,22
,25.07,0.0,47.0,9,Produce,fresh fruit and veg,2022-04-19 00:00:00,61
,26.27,0.0,59.2,8,Dairy,milk and yogurt aisle,2022-04-19 01:00:00,21
,24.0,0.0,59.1,8,General,mixed baskets,2022-04-19 02:00:00,64
,24.06,0.0,51.1,3,Dairy,milk and yogurt aisle,2022-04-19 03:00:00,45
,24.72,0.0,49.9,5,Frozen,frozen foods,2022-04-19 04:00:00,40
,22.21,0.0,58.4,4,Bakery,bread and pastry,2022-04-19 05:00:00,45
,26.4,4.63,63.9,9,General,mixed baskets,2022-04-19 06:00:00,66
,25.36,0.0,65.3,10,General,mixed baskets,2022-04-19 07:00:00,50
,24.3,0.0,49.7,3,Dairy,milk and yogurt aisle,2022-04-19 08:00:00,13
,25.81,0.0,57.6,11,Produce,fresh fruit and veg,2022-04-19 09:00:00,54
,25.87,0.33,40.4,11,General,mixed baskets,2022-04-19 10:00:00,97
,23.7,0.0,57.8,8,Frozen,frozen foods,2022-04-19 11:00:00,75
,24.07,0.6,51.8,7,Produce,fresh fruit and veg,2022-04-19 12:00:00,104
,23.57,0.0,57.0,8,Dairy,milk and yogurt aisle,2022-04-19 13:00:00,80
,28.86,0.0,63.5,7,General,mixed baskets,2022-04-19 14:00:00,42
,21.37,0.0,53.5,13,General,mixed baskets,2022-04-19 15:00:00,42
,25.31,0.0,35.2,8,Produce,fresh fruit and veg,2022-04-19 16:00:00,32
,27.56,1.04,41.9,9,General,mixed baskets,2022-04-19 17:00:00,82
,22.82,0.0,55.5,11,General,mixed baskets,2022-04-19 18:00:00,62
,23.12,0.0,47.8,13,Bakery,bread and pastry,2022-04-19 19:00:00,77
,23.06,0.0,45.7,8,Produce,fresh fruit and veg,2022-04-19 20:00:00,68
,21.02,0.0,62.7,7,Produce,fresh fruit and veg,2022-04-19 21:00:00,37
,28.35,0.0,52.9,6,Produce,fresh fruit and veg,2022-04-19 22:00:00,63
,24.81,0.0,62.0,11,Bakery,bread and pastry,2022-04-19 23:00:00,41
,22.61,0.0,61.9,5,General,mixed baskets,2022-04-20 00:00:00,26
,23.74,0.0,51.6,9,Dairy,milk and yogurt aisle,2022-04-20 01:00:00,38
,25.72,0.08,55.9,11,Bakery,bread and pastry,2022-04-20 02:00:00,30
,24.46,0.0,45.4,3,Produce,fresh fruit and veg,2022-04-20 03:00:00,40
,23.05,0.0,57.8,8,Bakery,bread and pastry,2022-04-20 04:00:00,41
,26.5,0.0,54.3,3,Produce,fresh fruit and veg,2022-04-20 05:00:00,41
,23.05,0.0,66.9,5,Bakery,bread and pastry,2022-04-20 06:00:00,41
,24.26,0.0,61.1,7,Dairy,milk and yogurt aisle,2022-04-20 07:00:00,33
,25.65,0.0,53.3,10,General,mixed baskets,2022-04-20 08:00:00,45
,23.43,0.0,49.2,5,Dairy,milk and yogurt aisle,2022-04-20 09:00:00,52
,25.41,0.0,52.8,7,Frozen,frozen foods,2022-04-20 10:00:00,87
,23.63,0.0,54.5,6,Bakery,bread and pastry,2022-04-20 11:00:00,94
,31.79,0.0,60.4,10,Produce,fresh fruit and veg,2022-04-20 12:00:00,95
,24.19,0.0,62.5,8,General,mixed baskets,2022-04-20 13:00:00,110
,26.9,0.0,45.1,11,General,mixed baskets,2022-04-20 14:00:00,52
,23.08,0.26,47.1,5,Dairy,milk and yogurt aisle,2022-04-20 15:00:00,31
,22.42,0.0,57.1,8,Dairy,milk and yogurt aisle,2022-04-20 16:00:00,40
,24.87,0.0,45.0,5,General,mixed baskets,2022-04-20 17:00:00,57
,24.32,0.0,53.7,8,Bakery,bread and pastry,2022-04-20 18:00:00,63
,24.33,0.0,40.6,12,Produce,fresh fruit and veg,2022-04-20 19:00:00,75
,25.09,0.0,51.9,5,Produce,fresh fruit and veg,2022-04-20 20:00:00,82
,27.35,0.0,50.9,3,Frozen,frozen foods,2022-04-20 21:00:00,51
,29.89,0.0,51.9,10,Dairy,milk and yogurt aisle,2022-04-20 22:00:00,36
,30.14,0.0,49.4,3,Frozen,frozen foods,2022-04-20 23:00:00,23
,25.25,0.0,58.2,7,Produce,fresh fruit and veg,2022-04-21 00:00:00,44
,29.63,0.0,61.3,8,General,mixed baskets,2022-04-21 01:00:00,37
,29.3,0.0,60.1,11,Bakery,bread and pastry,2022-04-21 02:00:00,45
,23.54,0.05,52.4,6,Bakery,bread and pastry,2022-04-21 03:00:00,41
,23.88,0.0,52.0,7,General,mixed baskets,2022-04-21 04:00:00,48
,24.82,1.29,53.1,3,General,mixed baskets,2022-04-21 05:00:00,47
,29.9,0.0,48.8,8,General,mixed baskets,2022-04-21 06:00:00,50
,24.7,0.0,53.1,5,Bakery,bread and pastry,2022-04-21 07:00:00,34
,24.44,0.0,53.1,7,Dairy,milk and yogurt aisle,2022-04-21 08:00:00,51
,28.46,0.0,52.7,9,General,mixed baskets,2022-04-21 09:00:00,33
,24.58,0.0,56.2,13,General,mixed baskets,2022-04-21 10:00:00,96
,24.64,0.0,61.0,5,Dairy,milk and yogurt aisle,2022-04-21 11:00:00,117
,26.49,0.0,49.4,8,General,mixed baskets,2022-04-21 12:00:00,99
,25.44,0.0,52.6,6,Bakery,bread and pastry,2022-04-21 13:00:00,81
,19.03,0.0,58.7,7,Produce,fresh fruit and veg,2022-04-21 14:00:00,57
,21.91,0.0,56.0,9,Produce,fresh fruit and veg,2022-04-21 15:00:00,52
,26.74,0.0,48.2,10,General,mixed baskets,2022-04-21 16:00:00,53
,21.44,1.09,48.6,12,General,mixed baskets,2022-04-21 17:00:00,77
,28.02,0.0,59.5,11,Frozen,frozen foods,2022-04-21 18:00:00,79
,24.8,0.0,46.2,8,Frozen,frozen foods,2022-04-21 19:00:00,72
,25.6,0.0,57.7,5,Produce,fresh fruit and veg,2022-04-21 20:00:00,66
,25.67,0.0,46.7,9,Bakery,bread and pastry,2022-04-21 21:00:00,58
,20.54,0.0,68.1,7,Produce,fresh fruit and veg,2022-04-21 22:00:00,35
,23.21,0.0,46.4,5,Produce,fresh fruit and veg,2022-04-21 23:00:00,34
,22.33,0.0,68.7,8,General,mixed baskets,2022-04-22 00:00:00,34
,25.52,0.0,60.4,3,Produce,fresh fruit and veg,2022-04-22 01:00:00,62
,28.7,0.0,65.4,11,Produce,fresh fruit and veg,2022-04-22 02:00:00,50
,24.37,0.06,64.4,8,General,mixed baskets,2022-04-22 03:00:00,35
,25.11,0.0,58.8,5,Produce,fresh fruit and veg,2022-04-22 04:00:00,39
,20.1,0.0,52.4,4,Dairy,milk and yogurt aisle,2022-04-22 05:00:00,46
,24.01,0.0,73.8,5,Bakery,bread and pastry,2022-04-22 06:00:00,50
,24.33,0.0,51.6,7,General,mixed baskets,2022-04-22 07:00:00,20
,24.47,0.0,56.3,6,Frozen,frozen foods,2022-04-22 08:00:00,50
,26.42,0.59,46.1,6,Produce,fresh fruit and veg,2022-04-22 09:00:00,37
,28.41,0.0,54.8,6,Bakery,bread and pastry,2022-04-22 10:00:00,86
,24.9,0.0,59.4,7,General,mixed baskets,2022-04-22 11:00:00,90
,25.91,0.0,49.4,8,Frozen,frozen foods,2022-04-22 12:00:00,104
,21.08,0.0,55.9,8,Produce,fresh fruit and veg,2022-04-22 13:00:00,116
,26.44,0.0,52.6,8,General,mixed baskets,2022-04-22 14:00:00,41
,25.03,0.0,52.2,6,Frozen,frozen foods,2022-04-22 15:00:00,46
,20.62,0.0,59.7,10,General,mixed baskets,2022-04-22 16:00:00,30
,25.78,0.0,61.6,8,Produce,fresh fruit and veg,2022-04-22 17:00:00,80
,23.32,0.01,49.2,13,Produce,fresh fruit and veg,2022-04-22 18:00:00,84
,27.45,0.0,41.5,5,Dairy,milk and yogurt aisle,2022-04-22 19:00:00,57
,26.09,0.0,58.5,7,Produce,fresh fruit and veg,2022-04-22 20:00:00,68
,25.16,0.0,46.4,11,Bakery,bread and pastry,2022-04-22 21:00:00,49
,29.2,0.0,51.3,8,General,mixed baskets,2022-04-22 22:00:00,18
,24.56,2.15,54.9,8,Bakery,bread and pastry,2022-04-22 23:00:00,35
,24.14,0.0,62.6,8,General,mixed baskets,2022-04-23 00:00:00,67
,25.0,0.0,71.8,5,Frozen,frozen foods,2022-04-23 01:00:00,39
,25.21,0.0,50.3,9,Dairy,milk and yogurt aisle,2022-04-23 02:00:00,55
,22.81,0.0,71.7,3,General,mixed baskets,2022-04-23 03:00:00,60
,26.34,0.0,56.1,9,General,mixed baskets,2022-04-23 04:00:00,70
,25.98,0.0,52.3,6,Produce,fresh fruit and veg,2022-04-23 05:00:00,44
,23.64,0.0,63.5,5,General,mixed baskets,2022-04-23 06:00:00,73
,21.09,0.0,69.8,8,Dairy,milk and yogurt aisle,2022-04-23 07:00:00,63
,27.94,0.0,53.1,3,General,mixed baskets,2022-04-23 08:00:00,74
,28.23,0.0,52.3,11,Frozen,frozen foods,2022-04-23 09:00:00,73
,27.22,0.0,69.3,9,Frozen,frozen foods,2022-04-23 10:00:00,119
,27.45,0.0,61.7,9,General,mixed baskets,2022-04-23 11:00:00,120
,29.48,1.57,37.7,11,General,mixed baskets,2022-04-23 12:00:00,94
,25.89,0.0,53.6,5,General,mixed baskets,2022-04-23 13:00:00,98
,29.13,0.0,48.6,7,Dairy,milk and yogurt aisle,2022-04-23 14:00:00,47
,24.75,0.0,50.2,12,Dairy,milk and yogurt aisle,2022-04-23 15:00:00,55
,22.98,0.0,55.8,12,General,mixed baskets,2022-04-23 16:00:00,71
,25.19,0.0,51.1,11,Produce,fresh fruit and veg,2022-04-23 17:00:00,73
,24.39,0.0,51.7,13,Frozen,frozen foods,2022-04-23 18:00:00,91
,26.4,0.0,71.0,8,General,mixed baskets,2022-04-23 19:00:00,79
,29.69,0.38,43.3,12,Bakery,bread and pastry,2022-04-23 20:00:00,76
,26.24,0.0,56.1,9,Frozen,frozen foods,2022-04-23 21:00:00,77
,27.81,0.0,59.4,10,Frozen,frozen foods,2022-04-23 22:00:00,61
,30.5,0.59,45.3,9,General,mixed baskets,2022-04-23 23:00:00,79
,29.64,0.0,45.9,7,General,mixed baskets,2022-04-24 00:00:00,74
,25.41,0.0,46.0,3,Dairy,milk and yogurt aisle,2022-04-24 01:00:00,48
,23.53,0.0,61.4,4,Produce,fresh fruit and veg,2022-04-24 02:00:00,37
,30.48,0.0,46.3,7,Bakery,bread and pastry,2022-04-24 03:00:00,84
,22.54,0.0,58.7,6,Produce,fresh fruit and veg,2022-04-24 04:00:00,55
,20.69,0.0,45.5,7,Frozen,frozen foods,2022-04-24 05:00:00,46
,20.25,0.0,45.0,5,Dairy,milk and yogurt aisle,2022-04-24 06:00:00,68
,28.12,0.0,58.2,11,Produce,fresh fruit and veg,2022-04-24 07:00:00,61
,21.56,0.0,61.2,10,General,mixed baskets,2022-04-24 08:00:00,51
,24.58,0.0,44.2,8,General,mixed baskets,2022-04-24 09:00:00,55
,24.89,0.0,46.8,13,Dairy,milk and yogurt aisle,2022-04-24 10:00:00,116
