transaction_id,customer_id,age,account_age_days,credit_limit,merchant_category,channel,device_type,payment_method,country,amount,hour,day_of_week,is_weekend,distance_from_home_km,distance_from_last_txn_km,num_txn_last_24h,num_txn_last_7d,avg_txn_amount_30d,ratio_to_avg_amount,time_since_last_txn_min,is_international,online_order,used_chip,used_pin,high_risk_merchant,is_fraud
TXN00507,1942,47,3198,10000,restaurant,pos,pos_terminal,chip,GB,32.38,2,4,0,1.2,17.38,3,11,39.74,0.815,30.8,1,0,1,0,0,0
TXN00508,1853,36,1607,25000,grocery,pos,ios,card_not_present,SG,16.53,16,4,0,1.98,37.07,0,5,11.89,1.39,22.0,1,0,0,0,0,0
TXN00509,1662,42,1041,10000,travel,online,android,swipe,SG,410.58,8,3,0,6.9,22.72,2,9,174.37,2.355,101.6,1,1,0,0,1,0
TXN00510,1961,59,2304,10000,grocery,online,pos_terminal,chip,US,16.91,9,4,0,0.54,36.31,3,8,11.11,1.522,42.9,1,1,1,1,0,0
TXN00511,1638,44,803,10000,atm_withdrawal,online,desktop,chip,IN,296.23,21,5,1,4.56,10.07,2,11,184.23,1.608,62.5,0,1,1,1,1,0
TXN00512,1154,42,2756,15000,online_retail,pos,ios,card_not_present,SG,48.9,5,1,0,1.16,2.17,2,9,21.56,2.268,114.8,1,0,0,0,0,0
TXN00513,1489,22,3537,5000,fuel,atm,ios,chip,IN,32.85,0,5,1,2.55,32.87,4,15,25.81,1.273,48.4,0,0,1,0,0,0
TXN00514,1385,52,1844,10000,online_retail,pos,android,card_not_present,IN,81.3,21,5,1,1.69,24.35,1,5,78.81,1.032,50.8,0,0,0,1,0,0
TXN00515,1985,51,2678,25000,restaurant,online,ios,chip,SG,44.03,11,2,0,17.16,23.98,3,12,56.49,0.779,322.3,1,1,1,0,0,0
TXN00516,1784,72,2456,10000,luxury,atm,ios,chip,SG,689.33,4,3,0,9.85,14.18,4,8,545.12,1.265,143.0,1,0,1,0,1,0
TXN00517,1103,37,1231,5000,fuel,pos,pos_terminal,swipe,GB,79.93,12,4,0,16.23,11.77,3,4,50.63,1.579,349.8,1,0,0,0,0,0
TXN00518,1928,45,1480,5000,atm_withdrawal,pos,ios,card_not_present,IN,133.1,14,2,0,3.87,0.18,2,5,90.07,1.478,130.1,0,0,0,1,1,0
TXN00519,1392,45,2786,50000,luxury,mobile,ios,card_not_present,AE,316.76,21,0,0,3.01,16.54,6,11,465.45,0.681,432.0,1,0,0,0,1,0
TXN00520,1810,64,336,15000,luxury,pos,ios,chip,IN,896.69,10,0,0,3.83,1.15,1,11,578.96,1.549,52.9,0,0,1,1,1,0
TXN00521,1245,40,808,10000,online_retail,online,pos_terminal,swipe,IN,54.63,7,2,0,0.15,3.61,4,10,79.49,0.687,172.6,0,1,0,0,0,0
TXN00522,1175,45,2581,25000,online_retail,pos,pos_terminal,chip,IN,49.6,4,1,0,10.32,9.62,1,9,46.45,1.068,125.9,0,0,1,0,0,0
TXN00523,1038,50,2345,25000,travel,online,ios,contactless,IN,432.65,1,2,0,3.44,7.21,2,11,658.18,0.657,451.7,0,1,0,0,1,0
TXN00524,1476,44,37,10000,restaurant,pos,desktop,swipe,IN,19.04,11,2,0,3.01,0.19,4,12,16.94,1.124,97.6,0,0,0,1,0,0
TXN00525,1681,35,2585,15000,online_retail,pos,ios,card_not_present,SG,1051.36,1,3,0,119.58469519676147,20.85,9,8,60.83,3.563,347.4,1,0,0,0,0,1
TXN00526,1758,44,505,25000,online_retail,online,ios,card_not_present,AE,89.09,15,0,0,4.59,25.32,1,5,94.33,0.944,149.4,1,1,0,0,0,0
TXN00527,1537,57,1350,15000,travel,pos,android,swipe,IN,741.34,20,0,0,31.64,13.74,1,3,819.36,0.905,221.9,0,0,0,0,1,0
TXN00528,1866,27,2241,5000,restaurant,pos,ios,swipe,SG,865.5,1,4,0,86.65355135906911,9.35,8,6,48.56,5.028,392.3,1,0,0,1,0,1
TXN00529,1817,43,514,25000,restaurant,pos,android,card_not_present,AE,113.98,9,5,1,7.61,38.85,3,10,101.87,1.119,1040.1,1,0,0,1,0,0
TXN00530,1920,32,3173,15000,grocery,pos,pos_terminal,card_not_present,US,60.22,18,2,0,2.99,1.53,2,6,27.6,2.182,236.4,1,0,0,0,0,0
TXN00531,1407,58,2644,10000,atm_withdrawal,pos,android,chip,SG,147.81,7,2,0,37.33,16.07,6,10,170.29,0.868,68.0,1,0,1,0,1,0
TXN00532,1524,20,934,10000,online_retail,pos,pos_terminal,chip,IN,217.28,6,1,0,4.71,1.65,1,10,330.19,0.658,63.9,0,0,1,0,0,0
TXN00533,1827,34,588,5000,atm_withdrawal,mobile,ios,swipe,GB,158.06,0,6,1,8.04,5.77,1,8,244.85,0.646,66.6,1,0,0,0,1,0
TXN00534,1505,47,1997,5000,travel,pos,ios,chip,SG,300.78,11,6,1,1.08,10.57,2,9,335.75,0.896,18.5,1,0,1,1,1,0
TXN00535,1902,63,2315,25000,electronics,online,ios,chip,IN,267.62,4,0,0,10.56,16.03,2,5,113.43,2.359,9.9,0,1,1,0,1,0
TXN00536,1824,41,1157,5000,luxury,pos,android,chip,IN,446.08,15,1,0,2.51,0.04,2,9,235.19,1.897,156.5,0,0,1,0,1,0
TXN00537,1035,34,1263,10000,fuel,pos,ios,contactless,AE,73.69,3,3,0,4.76,3.62,1,7,103.22,0.714,299.5,1,0,0,0,0,0
TXN00538,1684,68,2631,15000,atm_withdrawal,mobile,android,chip,IN,310.14,16,4,0,17.17,9.27,2,6,432.86,0.716,6.6,0,0,1,0,1,0
TXN00539,1019,21,2905,5000,online_retail,pos,ios,chip,OTHER,79.65,23,1,0,28.2,9.13,1,9,122.28,0.651,150.5,1,0,1,0,0,0
TXN00540,1320,18,497,50000,online_retail,mobile,ios,chip,IN,84.07,20,0,0,4.42,12.18,1,7,90.5,0.929,83.7,0,0,1,0,0,0
TXN00541,1775,48,3555,10000,electronics,pos,desktop,card_not_present,US,387.71,1,3,0,14.4,4.35,4,11,556.98,0.696,401.4,1,0,0,1,1,0
TXN00542,1511,34,3369,10000,online_retail,online,android,card_not_present,IN,153.7,11,2,0,0.44,9.33,2,8,213.62,0.72,28.3,0,1,0,0,0,0
TXN00543,1399,27,2463,10000,electronics,online,android,swipe,SG,194.9,0,3,0,15.05,2.53,1,3,215.81,0.903,149.2,1,1,0,0,1,1
TXN00544,1653,51,2852,10000,grocery,mobile,ios,swipe,GB,49.47,11,5,1,7.94,2.48,2,8,66.31,0.746,636.8,1,0,0,0,0,0
TXN00545,1971,45,877,5000,fuel,online,pos_terminal,card_not_present,IN,93.28,11,1,0,5.37,10.31,3,10,51.38,1.815,76.2,0,1,0,1,0,1
TXN00546,1882,34,2464,15000,grocery,online,desktop,chip,SG,53.95,11,0,0,17.66,13.88,2,7,62.96,0.857,243.7,1,1,1,0,0,0
TXN00547,1470,24,2954,50000,luxury,pos,ios,chip,IN,215.46,18,1,0,14.93,1.54,2,8,332.7,0.648,385.4,0,0,1,0,1,0
TXN00548,1142,54,288,10000,luxury,pos,ios,chip,IN,1030.12,16,2,0,2.82,1.57,1,7,612.25,1.683,37.1,0,0,1,0,1,0
TXN00549,1091,51,312,15000,electronics,mobile,android,chip,IN,1155.3,19,6,1,39.529339534300235,10.0,5,11,430.91,2.399,881.4,0,0,1,0,1,1
TXN00550,1353,40,1679,15000,restaurant,pos,pos_terminal,swipe,US,76.25,23,2,0,0.84,3.78,2,10,59.85,1.274,298.4,1,0,0,1,0,0
TXN00551,1833,67,1928,25000,electronics,pos,desktop,card_not_present,IN,129.77,23,0,0,13.84,5.98,3,8,179.15,0.724,26.6,0,0,0,1,1,0
TXN00552,1799,27,69,10000,online_retail,atm,android,contactless,IN,86.99,10,5,1,9.0,6.14,0,3,107.58,0.809,67.0,0,0,0,1,0,0
TXN00553,1726,20,2563,10000,restaurant,pos,ios,swipe,IN,87.46,12,4,0,0.74,2.36,2,7,132.19,0.662,176.5,0,0,0,0,0,0
TXN00554,1958,32,3006,10000,luxury,mobile,android,card_not_present,SG,369.67,7,3,0,9.19,0.02,2,10,463.69,0.797,389.2,1,0,0,0,1,0
TXN00555,1853,41,2297,15000,travel,online,pos_terminal,chip,US,284.34,9,3,0,6.95,23.02,2,8,253.74,1.121,39.0,1,1,1,0,1,0
TXN00556,1050,45,3230,25000,restaurant,online,android,chip,IN,88.29,7,2,0,7.22,15.06,3,9,36.47,2.421,236.5,0,1,1,0,0,0
TXN00557,1664,38,1044,5000,fuel,mobile,ios,contactless,IN,41.57,19,1,0,2.75,14.08,3,9,56.18,0.74,56.8,0,0,0,0,0,0
TXN00558,1697,46,3101,10000,luxury,pos,android,contactless,GB,534.99,7,6,1,2.48,9.49,1,9,476.23,1.123,294.6,1,0,0,1,1,0
TXN00559,1574,24,3621,50000,grocery,pos,desktop,chip,IN,25.47,8,1,0,11.5,14.49,2,4,30.69,0.83,207.0,0,0,1,0,0,0
TXN00560,1189,62,642,25000,online_retail,online,desktop,swipe,AE,217.67,6,5,1,2.37,32.93,1,7,114.51,1.901,133.2,1,1,0,0,0,0
TXN00561,1124,40,3005,50000,online_retail,pos,desktop,contactless,AE,106.52,13,4,0,4.73,13.15,3,9,156.5,0.681,188.9,1,0,0,0,0,0
TXN00562,1149,57,1945,25000,restaurant,online,ios,contactless,US,47.79,1,1,0,9.49,3.7,1,8,44.1,1.084,376.4,1,1,0,0,0,0
TXN00563,1313,46,717,10000,grocery,mobile,pos_terminal,contactless,IN,35.28,10,3,0,0.66,10.14,3,10,53.05,0.665,87.9,0,0,0,0,0,0
TXN00564,1569,48,642,15000,luxury,online,android,chip,AE,1243.1,7,6,1,108.2874583084085,7.01,4,5,381.16,3.34,264.0,1,1,1,0,1,1
TXN00565,1341,49,2337,15000,fuel,pos,android,chip,US,56.47,12,1,0,7.12,9.75,1,8,30.82,1.832,31.1,1,0,1,1,0,0
TXN00566,1304,48,3067,5000,online_retail,mobile,android,swipe,SG,115.33,20,6,1,9.22,8.75,2,10,126.29,0.913,217.4,1,0,0,1,0,0
TXN00567,1691,50,3043,15000,fuel,online,pos_terminal,chip,IN,38.43,14,4,0,3.7,23.49,2,7,57.33,0.67,250.0,0,1,1,0,0,0
TXN00568,1681,60,2443,15000,electronics,online,ios,card_not_present,IN,833.84,2,3,0,33.53824861766186,12.66,8,9,360.31,3.797,105.3,0,1,0,0,1,1
TXN00569,1837,44,1811,5000,online_retail,pos,desktop,swipe,IN,65.36,22,6,1,3.2,2.51,5,10,58.93,1.109,284.0,0,0,0,0,0,0
TXN00570,1782,51,1840,25000,travel,mobile,desktop,chip,SG,854.51,13,1,0,13.21,0.78,3,9,1321.14,0.647,146.6,1,0,1,1,1,0
TXN00571,1053,40,2621,15000,grocery,online,android,card_not_present,SG,31.71,14,3,0,1.12,6.63,4,10,22.9,1.385,495.6,1,1,0,1,0,0
TXN00572,1443,62,2726,50000,grocery,atm,android,swipe,IN,782.73,23,2,0,111.36997313035799,0.19,8,16,58.66,4.06,21.5,0,0,0,0,0,1
TXN00573,1612,32,1577,5000,travel,atm,android,chip,SG,861.07,18,2,0,8.06,4.6,1,7,1119.1,0.769,25.2,1,0,1,1,1,0
TXN00574,1992,67,1960,10000,restaurant,pos,ios,card_not_present,IN,44.7,11,5,1,17.44,5.51,0,6,30.37,1.472,332.6,0,0,0,0,0,0
TXN00575,1263,41,2891,15000,atm_withdrawal,online,android,card_not_present,SG,108.52,19,2,0,4.44,5.65,2,9,110.52,0.982,332.5,1,1,0,1,1,0
TXN00576,1052,21,3117,10000,grocery,atm,android,contactless,GB,74.75,3,1,0,3.23,46.56,2,4,95.27,0.785,114.7,1,0,0,0,0,0
TXN00577,1571,43,1182,15000,electronics,pos,pos_terminal,chip,IN,93.86,2,4,0,18.48,4.35,3,9,110.08,0.853,598.2,0,0,1,0,1,0
TXN00578,1619,32,604,25000,grocery,atm,pos_terminal,contactless,IN,57.02,4,3,0,0.83,3.7,0,5,33.44,1.705,204.8,0,0,0,1,0,0
TXN00579,1004,53,3210,5000,grocery,mobile,android,card_not_present,IN,18.92,2,6,1,1.0,1.66,2,13,21.86,0.866,731.9,0,0,0,0,0,0
TXN00580,1102,32,1940,15000,online_retail,online,android,chip,SG,156.7,14,0,0,2.85,8.58,7,11,170.37,0.92,136.8,1,1,1,1,0,0
TXN00581,1195,35,1042,15000,online_retail,online,android,chip,US,69.64,18,2,0,25.71,2.0,3,12,74.47,0.935,40.5,1,1,1,0,0,0
TXN00582,1773,18,3634,10000,grocery,atm,desktop,card_not_present,GB,42.81,1,2,0,8.02,11.49,1,16,59.56,0.719,105.8,1,0,0,0,0,0
TXN00583,1876,35,699,50000,fuel,atm,pos_terminal,chip,IN,40.29,11,0,0,6.46,2.02,3,7,25.01,1.611,708.6,0,0,1,1,0,0
TXN00584,1991,18,298,25000,grocery,pos,android,card_not_present,OTHER,845.91,4,6,1,95.69399446836123,10.32,6,7,24.53,4.649,83.3,1,0,0,0,0,1
TXN00585,1883,19,3263,15000,atm_withdrawal,pos,android,swipe,IN,300.92,21,6,1,4.32,21.0,4,15,395.14,0.762,566.4,0,0,0,0,1,0
TXN00586,1349,52,1313,15000,luxury,online,desktop,swipe,SG,546.13,16,0,0,11.35,0.52,2,8,692.04,0.789,287.0,1,1,0,0,1,0
TXN00587,1046,53,953,10000,grocery,online,ios,chip,IN,1524.72,13,6,1,117.65731949526496,6.53,6,11,264.7,4.956,105.0,0,1,1,1,0,1
TXN00588,1866,47,1155,50000,fuel,online,android,card_not_present,GB,38.43,21,1,0,14.01,7.42,6,13,33.61,1.143,140.5,1,1,0,1,0,0
TXN00589,1822,28,1559,15000,atm_withdrawal,online,ios,swipe,SG,105.1,9,6,1,2.49,18.79,4,9,91.82,1.145,168.3,1,1,0,0,1,0
TXN00590,1935,41,1788,15000,luxury,pos,android,contactless,US,366.3,2,3,0,2.6,7.57,2,14,469.07,0.781,197.3,1,0,0,0,1,0
TXN00591,1819,41,1624,25000,travel,online,ios,contactless,AE,363.06,3,6,1,5.91,10.06,1,7,362.14,1.003,14.4,1,1,0,0,1,0
TXN00592,1655,25,276,10000,grocery,pos,desktop,card_not_present,IN,107.02,5,2,0,4.51,18.8,3,8,86.27,1.241,488.1,0,0,0,0,0,0
TXN00593,1268,63,1590,25000,grocery,online,pos_terminal,card_not_present,IN,78.43,23,4,0,8.36,9.85,2,2,90.24,0.869,163.6,0,1,0,1,0,0
TXN00594,1369,54,2208,5000,online_retail,online,ios,contactless,AE,34.97,21,1,0,3.62,5.32,3,10,49.11,0.712,481.6,1,1,0,1,0,0
TXN00595,1635,38,2430,10000,electronics,pos,pos_terminal,swipe,IN,484.8,15,1,0,2.1,1.08,0,10,229.7,2.111,179.9,0,0,0,0,1,0
TXN00596,1105,42,2273,10000,grocery,pos,ios,card_not_present,IN,65.51,6,6,1,5.08,15.71,1,5,102.63,0.638,101.5,0,0,0,0,0,0
TXN00597,1669,44,1969,50000,online_retail,online,desktop,contactless,SG,104.25,14,4,0,6.59,24.59,2,5,53.79,1.938,150.6,1,1,0,1,0,0
TXN00598,1658,18,959,25000,grocery,online,ios,chip,SG,30.89,20,4,0,1.23,42.1,1,10,31.33,0.986,318.4,1,1,1,0,0,0
TXN00599,1656,38,3483,15000,restaurant,pos,pos_terminal,chip,IN,39.33,19,5,1,6.51,31.34,3,12,42.17,0.933,71.0,0,0,1,1,0,0
TXN00600,1119,32,3099,15000,electronics,mobile,pos_terminal,card_not_present,IN,269.58,10,4,0,3.08,19.16,2,7,152.54,1.767,564.1,0,0,0,0,1,1
TXN00601,1830,27,2722,15000,grocery,online,android,swipe,IN,33.2,21,6,1,3.99,12.38,4,10,49.76,0.667,112.9,0,1,0,1,0,0
TXN00602,1786,38,256,50000,online_retail,mobile,pos_terminal,contactless,IN,164.68,20,6,1,2.62,18.25,3,11,159.04,1.035,563.2,0,0,0,0,0,0
TXN00603,1603,67,2778,10000,electronics,online,pos_terminal,swipe,GB,180.13,0,0,0,21.44,6.79,3,10,102.99,1.749,382.8,1,1,0,1,1,1
TXN00604,1057,50,3577,10000,luxury,online,desktop,chip,OTHER,205.66,4,2,0,9.2,10.84,4,12,257.88,0.798,262.7,1,1,1,0,1,0
TXN00605,1950,34,3578,5000,online_retail,mobile,android,contactless,SG,39.1,12,5,1,2.44,5.15,4,10,46.77,0.836,113.4,1,0,0,0,0,0
TXN00606,1345,50,294,25000,fuel,online,pos_terminal,chip,IN,30.37,20,6,1,8.29,4.75,3,12,47.24,0.643,159.2,0,1,1,0,0,0
TXN00607,1740,61,1425,15000,restaurant,online,pos_terminal,swipe,GB,47.58,13,0,0,15.1,16.96,2,10,44.24,1.075,327.7,1,1,0,1,0,0
TXN00608,1473,54,3587,10000,fuel,pos,android,contactless,SG,1655.47,2,5,1,37.52129523720033,7.26,6,4,48.74,2.44,141.4,1,0,0,0,0,1
TXN00609,1116,42,1487,5000,luxury,online,pos_terminal,swipe,IN,618.02,16,2,0,14.17,2.86,2,9,291.7,2.119,241.2,0,1,0,1,1,0
TXN00610,1829,32,675,25000,electronics,pos,android,card_not_present,GB,322.13,14,5,1,1.34,2.71,2,6,412.24,0.781,281.5,1,0,0,1,1,0
TXN00611,1790,51,2288,5000,online_retail,pos,android,card_not_present,US,69.64,20,0,0,13.84,23.52,1,4,79.44,0.877,129.5,1,0,0,0,0,0
TXN00612,1126,47,3478,15000,grocery,pos,ios,card_not_present,US,39.94,6,3,0,6.22,13.59,1,6,62.59,0.638,138.3,1,0,0,1,0,0
TXN00613,1392,54,1448,50000,travel,pos,ios,chip,US,1552.66,21,6,1,40.37324805228349,9.48,7,12,1315.28,4.329,39.7,1,0,1,1,1,1
TXN00614,1907,50,1503,10000,atm_withdrawal,mobile,ios,chip,IN,291.08,21,2,0,4.18,6.15,2,7,442.38,0.658,50.5,0,0,1,0,1,0
TXN00615,1640,56,3020,10000,restaurant,pos,android,contactless,IN,924.6,11,1,0,49.233251441253316,6.76,8,8,109.46,2.32,423.6,0,0,0,0,0,1
TXN00616,1057,34,1417,15000,fuel,online,pos_terminal,card_not_present,US,99.34,22,2,0,12.24,0.71,0,4,90.81,1.094,330.2,1,1,0,1,0,0
TXN00617,1633,60,1929,25000,fuel,atm,android,card_not_present,IN,20.8,5,2,0,6.85,7.28,3,10,12.07,1.723,1.8,0,0,0,1,0,0
TXN00618,1512,44,2534,15000,restaurant,online,android,card_not_present,IN,34.99,20,2,0,0.98,19.04,0,4,22.22,1.575,366.4,0,1,0,1,0,0
TXN00619,1750,71,2802,50000,luxury,pos,android,chip,US,473.06,15,3,0,4.33,5.89,2,9,369.96,1.279,4.6,1,0,1,1,1,0
TXN00620,1801,32,1279,5000,grocery,online,ios,swipe,US,1690.79,4,6,1,110.57603639153602,5.81,7,8,29.12,4.908,110.3,1,1,0,0,0,1
TXN00621,1095,66,1011,15000,travel,online,pos_terminal,swipe,SG,170.94,8,0,0,0.59,0.19,2,8,93.49,1.828,12.6,1,1,0,1,1,0
TXN00622,1637,44,1184,15000,electronics,online,desktop,chip,US,315.06,13,6,1,6.25,7.35,2,11,240.1,1.312,624.3,1,1,1,0,1,0
TXN00623,1117,32,617,25000,atm_withdrawal,atm,pos_terminal,chip,AE,321.44,7,1,0,17.6,0.31,2,8,247.3,1.3,645.7,1,0,1,0,1,0
TXN00624,1559,35,505,5000,grocery,mobile,android,card_not_present,US,44.68,13,0,0,9.01,10.14,2,7,18.09,2.47,169.9,1,0,0,0,0,0
TXN00625,1600,37,1851,25000,fuel,online,ios,chip,IN,85.7,11,5,1,2.3,8.48,1,8,70.7,1.212,89.6,0,1,1,0,0,0
TXN00626,1487,47,1015,15000,restaurant,pos,ios,chip,IN,53.73,9,5,1,6.82,21.99,1,7,28.98,1.854,129.1,0,0,1,0,0,0
TXN00627,1236,49,3378,10000,grocery,online,ios,chip,IN,35.3,19,5,1,22.95,10.46,2,11,32.32,1.092,258.6,0,1,1,0,0,0
TXN00628,1884,33,2233,5000,online_retail,pos,android,card_not_present,IN,132.63,19,0,0,10.27,4.69,1,6,84.33,1.573,45.5,0,0,0,0,0,0
TXN00629,1896,41,1271,25000,travel,mobile,desktop,contactless,IN,182.36,20,4,0,9.36,8.71,3,12,252.85,0.721,104.9,0,0,0,0,1,0
TXN00630,1271,71,219,5000,electronics,pos,ios,contactless,IN,89.71,12,3,0,27.58,14.44,3,6,44.55,2.014,240.6,0,0,0,1,1,0
TXN00631,1188,66,1470,10000,electronics,pos,desktop,card_not_present,SG,113.09,18,4,0,12.83,1.18,4,13,162.71,0.695,90.6,1,0,0,0,1,0
TXN00632,1998,48,1010,10000,online_retail,atm,ios,chip,GB,127.93,14,6,1,1.18,11.64,2,7,140.29,0.912,5.9,1,0,1,0,0,0
TXN00633,1703,42,1728,25000,grocery,online,android,contactless,IN,47.21,7,5,1,3.42,29.81,1,7,44.87,1.052,127.4,0,1,0,1,0,0
TXN00634,1446,43,1745,15000,online_retail,pos,ios,chip,US,98.41,22,3,0,26.85,4.27,2,12,104.28,0.944,240.7,1,0,1,0,0,0
TXN00635,1580,50,2623,25000,restaurant,online,android,chip,US,138.33,20,0,0,5.38,11.82,7,15,117.76,1.175,677.6,1,1,1,0,0,0
TXN00636,1789,27,70,10000,restaurant,mobile,pos_terminal,card_not_present,IN,29.01,9,5,1,0.95,20.67,1,5,16.05,1.807,6.8,0,0,0,1,0,0
TXN00637,1860,38,2384,15000,grocery,pos,ios,card_not_present,GB,87.27,2,0,0,4.91,8.6,7,15,115.11,0.758,139.7,1,0,0,0,0,0
TXN00638,1246,18,972,15000,grocery,mobile,android,swipe,SG,36.19,20,3,0,9.55,15.19,1,4,54.77,0.661,107.6,1,0,0,0,0,0
TXN00639,1962,47,367,25000,fuel,pos,pos_terminal,swipe,IN,44.38,2,0,0,48.09,4.47,3,10,68.35,0.649,50.0,0,0,0,0,0,0
TXN00640,1075,51,1367,50000,electronics,atm,ios,contactless,US,261.42,4,0,0,3.13,4.38,1,8,314.97,0.83,182.8,1,0,0,1,1,0
TXN00641,1153,35,1128,5000,travel,atm,android,chip,IN,455.88,15,1,0,5.77,13.22,3,9,406.84,1.121,32.2,0,0,1,1,1,0
TXN00642,1655,64,3030,15000,online_retail,pos,ios,chip,US,71.25,16,6,1,16.94,14.67,3,8,69.4,1.027,60.1,1,0,1,0,0,0
TXN00643,1434,24,2356,5000,grocery,online,android,chip,IN,62.95,5,4,0,3.51,33.18,4,12,74.81,0.841,274.0,0,1,1,1,0,0
TXN00644,1996,21,3277,15000,grocery,pos,pos_terminal,chip,AE,47.16,19,4,0,0.93,3.06,5,11,65.44,0.721,111.1,1,0,1,1,0,0
TXN00645,1085,45,925,10000,electronics,online,pos_terminal,card_not_present,IN,1477.29,19,4,0,85.14006665948642,7.58,6,10,190.32,4.239,911.3,0,1,0,0,1,1
TXN00646,1696,56,2350,10000,restaurant,online,pos_terminal,chip,SG,43.74,15,2,0,5.36,3.46,2,7,65.62,0.667,87.9,1,1,1,0,0,0
TXN00647,1284,65,2914,10000,fuel,online,ios,chip,IN,68.4,23,1,0,5.59,1.0,3,11,53.98,1.267,112.0,0,1,1,1,0,0
TXN00648,1973,35,2697,15000,online_retail,pos,ios,contactless,US,37.93,1,5,1,7.77,6.19,3,8,39.33,0.964,64.3,1,0,0,0,0,0
TXN00649,1219,57,1704,10000,fuel,pos,desktop,card_not_present,US,33.23,19,5,1,0.03,5.62,2,9,51.63,0.644,48.5,1,0,0,0,0,0
TXN00650,1068,41,2939,15000,atm_withdrawal,pos,android,chip,SG,122.55,14,5,1,21.4,3.78,3,9,186.99,0.655,459.8,1,0,1,0,1,0
TXN00651,1046,39,960,10000,atm_withdrawal,pos,ios,chip,SG,202.41,17,4,0,3.59,4.23,2,7,249.95,0.81,248.7,1,0,1,0,1,0
TXN00652,1093,54,318,5000,fuel,online,ios,swipe,SG,194.98,0,6,1,4.05,5.36,3,6,153.93,1.267,73.0,1,1,0,0,0,0
TXN00653,1749,51,753,25000,fuel,mobile,android,card_not_present,GB,54.97,18,4,0,1.53,53.94,2,9,36.44,1.509,216.8,1,0,0,0,0,0
TXN00654,1957,19,2970,10000,travel,online,ios,contactless,SG,150.75,11,6,1,3.8,18.33,5,10,74.8,2.015,607.5,1,1,0,0,1,0
TXN00655,1452,62,2349,10000,fuel,online,pos_terminal,card_not_present,AE,38.85,7,1,0,13.03,0.89,0,7,48.58,0.8,13.8,1,1,0,1,0,0
TXN00656,1203,61,1983,15000,online_retail,mobile,pos_terminal,card_not_present,AE,114.94,5,6,1,12.88,24.71,0,5,115.42,0.996,55.3,1,0,0,0,0,0
TXN00657,1911,33,1119,10000,restaurant,online,android,card_not_present,IN,32.26,11,0,0,21.97,12.04,5,10,35.06,0.92,40.3,0,1,0,0,0,0
TXN00658,1217,47,512,5000,online_retail,mobile,android,contactless,IN,39.01,6,4,0,4.13,26.55,2,13,37.72,1.034,366.9,0,0,0,1,0,0
TXN00659,1473,48,965,10000,restaurant,online,android,swipe,IN,78.8,17,5,1,9.87,5.02,2,7,77.19,1.021,35.5,0,1,0,1,0,0
TXN00660,1431,45,2325,50000,electronics,pos,pos_terminal,chip,AE,322.84,21,0,0,5.66,7.5,3,7,350.45,0.921,66.3,1,0,1,0,1,0
TXN00661,1340,34,185,15000,grocery,pos,android,card_not_present,IN,20.02,13,4,0,13.04,27.19,4,8,29.97,0.668,141.3,0,0,0,0,0,0
TXN00662,1550,32,1100,15000,restaurant,online,desktop,swipe,SG,33.62,7,3,0,9.97,3.82,0,7,14.63,2.298,174.7,1,1,0,0,0,0
TXN00663,1611,41,1988,15000,electronics,pos,android,chip,AE,495.73,23,2,0,3.67,29.65,0,0,675.17,0.734,297.2,1,0,1,1,1,0
TXN00664,1288,58,2531,5000,online_retail,pos,ios,contactless,IN,127.88,19,4,0,3.28,21.16,4,8,111.08,1.151,94.2,0,0,0,0,0,0
TXN00665,1253,49,2278,10000,fuel,online,ios,chip,SG,31.06,21,3,0,2.33,47.28,2,9,40.19,0.773,137.5,1,1,1,0,0,0
TXN00666,1733,36,1713,25000,grocery,online,desktop,contactless,IN,15.07,13,1,0,6.87,4.7,3,7,23.18,0.65,605.8,0,1,0,1,0,0
TXN00667,1356,52,153,5000,luxury,online,android,contactless,IN,695.49,4,3,0,26.56,3.23,2,4,533.82,1.303,63.5,0,1,0,0,1,0
TXN00668,1022,18,2078,10000,grocery,pos,ios,swipe,US,38.24,8,1,0,1.79,4.82,2,9,19.41,1.97,51.3,1,0,0,1,0,0
TXN00669,1761,58,997,10000,luxury,pos,android,card_not_present,IN,663.07,7,4,0,0.8,37.12,2,7,450.06,1.473,223.2,0,0,0,1,1,0
TXN00670,1521,18,884,10000,luxury,online,desktop,chip,IN,850.64,1,1,0,1.02,4.86,0,3,566.96,1.5,265.4,0,1,1,0,1,1
TXN00671,1757,36,669,50000,restaurant,mobile,pos_terminal,swipe,AE,32.5,15,3,0,12.23,9.99,0,6,41.93,0.775,96.4,1,0,0,0,0,0
TXN00672,1836,26,2268,5000,online_retail,online,android,contactless,IN,63.08,12,6,1,3.45,6.2,2,8,29.91,2.109,43.1,0,1,0,0,0,0
TXN00673,1099,23,1632,15000,online_retail,mobile,pos_terminal,contactless,OTHER,48.79,6,2,0,2.03,6.05,4,8,22.5,2.168,271.7,1,0,0,1,0,0
TXN00674,1801,58,2593,5000,atm_withdrawal,atm,ios,card_not_present,OTHER,93.3,15,0,0,3.48,2.58,2,7,114.98,0.811,199.8,1,0,0,1,1,0
TXN00675,1179,35,471,50000,fuel,online,android,swipe,IN,81.86,6,0,0,8.29,9.24,2,7,87.43,0.936,376.1,0,1,0,1,0,0
TXN00676,1222,46,1974,5000,travel,pos,ios,contactless,IN,432.98,13,2,0,6.33,22.72,1,7,390.25,1.109,334.8,0,0,0,0,1,0
